# This is a comment. Comments start with #

SECTION_HORIZON
# All instances start at 06:00 on the first day and finish at 06:00 on the last day.
# The planning horizon length in days:
7

SECTION_TASKS
# The number of different tasks
1

SECTION_STAFF
# ID, MinTotalMinutes, MaxTotalMinutes
1,2100,2400
2,780,1200
3,1200,2400
4,960,1200
5,2220,2400
6,1020,2400
7,2160,2400
8,900,1200
9,1620,2400
10,2220,2400
11,2100,2400
12,2160,2400
13,840,1200
14,780,2400
15,2220,2400
16,2220,2400
17,2280,2400
18,2220,2400
19,2280,2400
20,2100,2400
21,720,1200
22,2160,2400
23,2100,2400
24,2160,2400
25,1680,2400
26,2040,2400
27,2160,2400
28,1740,2400
29,840,1200
30,2220,2400

SECTION_COVER
# Day, Time, TaskID, Min, Max
6,12:45-13:00,1,6,6
6,13:00-13:15,1,5,5
6,13:15-13:30,1,5,5
6,13:30-13:45,1,5,5
6,13:45-14:00,1,5,5
6,14:00-14:15,1,5,5
6,14:15-14:30,1,5,5
6,14:30-14:45,1,5,5
6,14:45-15:00,1,5,5
6,15:00-15:15,1,4,4
6,15:15-15:30,1,3,3
6,15:30-15:45,1,3,3
6,15:45-16:00,1,4,4
6,16:00-16:15,1,5,5
6,16:15-16:30,1,5,5
6,16:30-16:45,1,4,4
6,16:45-17:00,1,5,5
6,17:00-17:15,1,4,4
6,17:15-17:30,1,3,3
6,17:30-17:45,1,5,5
6,17:45-18:00,1,5,5
6,18:00-18:15,1,5,5
6,18:15-18:30,1,3,3
6,18:30-18:45,1,3,3
6,18:45-19:00,1,4,4
6,19:00-19:15,1,5,5
6,19:15-19:30,1,4,4
6,19:30-19:45,1,4,4
6,19:45-20:00,1,4,4
6,20:00-20:15,1,3,3
6,20:15-20:30,1,5,5
6,20:30-20:45,1,4,4
6,20:45-21:00,1,4,4
6,21:00-21:15,1,5,5
6,21:15-21:30,1,5,5
6,21:30-21:45,1,3,3
6,21:45-22:00,1,5,5
6,22:00-22:15,1,3,3
6,22:15-22:30,1,4,4
6,22:30-22:45,1,5,5
6,22:45-23:00,1,4,4
6,23:00-23:15,1,4,4
6,23:15-23:30,1,4,4
6,23:30-23:45,1,5,5
6,23:45-00:00,1,5,5
7,00:00-00:15,1,5,5
7,00:15-00:30,1,5,5
7,00:30-00:45,1,4,4
7,00:45-01:00,1,4,4
7,01:00-01:15,1,4,4
7,01:15-01:30,1,5,5
7,01:30-01:45,1,4,4
7,01:45-02:00,1,4,4
7,02:00-02:15,1,4,4
7,02:15-02:30,1,4,4
7,02:30-02:45,1,3,3
7,02:45-03:00,1,5,5
7,03:00-03:15,1,4,4
7,03:15-03:30,1,4,4
7,03:30-03:45,1,3,3
7,03:45-04:00,1,5,5
7,04:00-04:15,1,3,3
7,04:15-04:30,1,4,4
7,04:30-04:45,1,4,4
7,04:45-05:00,1,3,3
7,05:00-05:15,1,4,4
7,05:15-05:30,1,4,4
7,05:30-05:45,1,4,4
7,05:45-06:00,1,5,5
7,06:00-06:15,1,4,4
7,06:15-06:30,1,4,4
7,06:30-06:45,1,4,4
7,06:45-07:00,1,4,4
7,07:00-07:15,1,4,4
7,07:15-07:30,1,5,5
7,07:30-07:45,1,5,5
7,07:45-08:00,1,4,4
7,08:00-08:15,1,4,4
7,08:15-08:30,1,4,4
7,08:30-08:45,1,5,5
7,08:45-09:00,1,4,4
7,09:00-09:15,1,3,3
7,09:15-09:30,1,3,3
7,09:30-09:45,1,4,4
7,09:45-10:00,1,4,4
7,10:00-10:15,1,4,4
7,10:15-10:30,1,3,3
7,10:30-10:45,1,5,5
7,10:45-11:00,1,3,3
7,11:00-11:15,1,5,5
7,11:15-11:30,1,4,4
7,11:30-11:45,1,3,3
7,11:45-12:00,1,5,5
7,12:00-12:15,1,4,4
7,12:15-12:30,1,3,3
7,12:30-12:45,1,4,4
7,12:45-13:00,1,4,4
7,13:00-13:15,1,4,4
7,13:15-13:30,1,4,4
7,13:30-13:45,1,3,3
7,13:45-14:00,1,3,3
7,14:00-14:15,1,6,6
7,14:15-14:30,1,4,4
7,14:30-14:45,1,5,5
7,14:45-15:00,1,5,5
7,15:00-15:15,1,3,3
7,15:15-15:30,1,5,5
7,15:30-15:45,1,5,5
7,15:45-16:00,1,6,6
7,16:00-16:15,1,4,4
7,16:15-16:30,1,4,4
7,16:30-16:45,1,4,4
7,16:45-17:00,1,3,3
7,17:00-17:15,1,5,5
7,17:15-17:30,1,6,6
7,17:30-17:45,1,5,5
7,17:45-18:00,1,5,5
7,18:00-18:15,1,4,4
7,18:15-18:30,1,5,5
7,18:30-18:45,1,5,5
7,18:45-19:00,1,4,4
7,19:00-19:15,1,4,4
7,19:15-19:30,1,4,4
7,19:30-19:45,1,3,3
7,19:45-20:00,1,4,4
7,20:00-20:15,1,4,4
7,20:15-20:30,1,4,4
7,20:30-20:45,1,4,4
7,20:45-21:00,1,4,4
7,21:00-21:15,1,4,4
7,21:15-21:30,1,5,5
7,21:30-21:45,1,4,4
7,21:45-22:00,1,3,3
7,22:00-22:15,1,4,4
7,22:15-22:30,1,4,4
7,22:30-22:45,1,4,4
7,22:45-23:00,1,4,4
7,23:00-23:15,1,4,4
7,23:15-23:30,1,4,4
7,23:30-23:45,1,3,3
7,23:45-00:00,1,4,4
8,00:00-00:15,1,4,4
8,00:15-00:30,1,4,4
8,00:30-00:45,1,5,5
8,00:45-01:00,1,4,4
8,01:00-01:15,1,6,6
8,01:15-01:30,1,4,4
8,01:30-01:45,1,4,4
8,01:45-02:00,1,4,4
8,02:00-02:15,1,4,4
8,02:15-02:30,1,4,4
8,02:30-02:45,1,4,4
8,02:45-03:00,1,4,4
8,03:00-03:15,1,4,4
8,03:15-03:30,1,4,4
8,03:30-03:45,1,4,4
8,03:45-04:00,1,4,4
8,04:00-04:15,1,4,4
8,04:15-04:30,1,4,4
8,04:30-04:45,1,4,4
8,04:45-05:00,1,4,4
8,05:00-05:15,1,4,4
8,05:15-05:30,1,5,5
8,05:30-05:45,1,5,5
8,05:45-06:00,1,4,4

